Agency (Dept or Stat Body),Agency address,Contract description/ name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,27/07/2020,12145,Thorlabs Inc,"56 Sparta Avenue,  Newton, Nj, 07860",No,No ,N/A,,,,,,,342354,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Online Survey,28/07/2020,23629,Daxue Consulting,"Room 504, No. 768 Xietu Road,  Huangpu District, 31, 200011",No,No ,N/A,,,,,,,342387,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Hardware Solution,28/07/2020,645850,Flexdata Solutions Pty Ltd,"Level 18, Riverside Centre, 123 Eagle Street Brisbane, Qld, 4000",,No ,Open Offer,,,,,,,342413,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Digital Media + Planning,28/07/2020,272443,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,342411,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Other Media Advertising,28/07/2020,108114,Mediacom Australia Pty Ltd,"Gpo Box 1000,  Brisbane, Qld, 4001",No,No ,N/A,,,,,,,342412,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Camcorder,28/07/2020,40247,Mojo Media Solutions,"9 Foley Place,  Castle Hill, Nsw, 2154",No,No ,N/A,,,,,,,342401,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Identity Manager Integration ,28/07/2020,355296,Nextgen Distribution Pty Ltd,"Po Box 427,  North Sydney, Nsw, 2060",No,No ,N/A,,,,,,,342390,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Online Survey,28/07/2020,15762,Tgm Research Fze,"8Th Floor, Business Center 4 Al Nakheel,  Ras Al Khaimah, Rk, 1005",No,No ,N/A,,,,,,,342388,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Eps Video Project,29/07/2020,11000,Dan K Pearson,Brisbane,No,No ,N/A,,,,,,,342466,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,29/07/2020,10714,Olympus Australia Pty Ltd,"Po Box 985,  Mt Waverley, Vic, 3149",No,No ,N/A,,,,,,,342434,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N79 Lvl 4 Fitout,30/07/2020,17026,Cohera-Tech Pty Ltd,"6/176 Redland Bay Road,  Capalaba, Qld, 4157",No,No ,N/A,,,,,,,342487,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Saas Pilot Subscription To 30 Nov 2020,30/07/2020,14000,Feedbackfruits,", Plantage Middenlaan 60 Amsterdam, , 1018 Dh",No,No ,N/A,,,,,,,342493,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Obisdian 3 Months Support,30/07/2020,12683,Obsidian Consulting Group Pty Ltd,"Po Box 461,  Coburg, Vic, 3058",No,No ,N/A,,,,,,,342511,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",2019 Grow Bonus-Ozsky Internat,30/07/2020,22000,Ozsky International Pty Ltd,"Po Box 3171, Southport Bc, Qld 4215",No,No ,N/A,,,,,,,1863862,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Strong Authentication  2020-2021 Subscription,30/07/2020,12174,Ping Identity,"1001 17Th Street, Suite 100,  Denver, Co, 80202",No,No ,N/A,,,,,,,342516,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",S02 Chiller Modifications,30/07/2020,21717,Precise Air Group P/L,"Po Box 1859,  Springwood, Qld, 4128",No,No ,N/A,,,,,,,342506,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",2019 Grow Bonus-Yes Internatio,30/07/2020,20900,The Trustee For Yuan Family Trust,"55/223 Calam Road, Sunnybank Hills, Qld 4109",No,No ,N/A,,,,,,,1863848,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Optical Trapping Kit,30/07/2020,42642,Thorlabs Inc,"56 Sparta Avenue,  Newton, Nj, 07860",No,No ,N/A,,,,,,,342526,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Eicc Upgrade (Qmaster),31/07/2020,15227,Enghouse Australia Pty Ltd,"Level 6, 606 St Kilda Road Melbourne, Vic, 3004",No,No ,N/A,,,,,,,342559,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",2019 Performance Bonus - Globa,31/07/2020,14160,Global Reach Education Services In,"Unit 7W, The Millennium Building, Adj To Hhi, 235/2A Ajc Bose Roadkolkata,  700020",No,No ,N/A,,,,,,,1864072,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Study Gold Coast Core Membersh,31/07/2020,27500,Gold Coast Education And Training Netw,"Po Box 3475, Australia Fairsouthport, Qld 4215",No,No ,N/A,,,,,,,1863155,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Phyto-Pam-Ii Compact Version,31/07/2020,63562,Ict International Pty Ltd,"Po Box 503,  Armidale, Nsw, 2350",No,No ,N/A,,,,,,,342541,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Flow Electronic Invoicing 2020 Subscription,31/07/2020,11154,Map Lab Solutions Pty Ltd,"1091 Beaufort Street,  Bedford, Wa, 6052",No,No ,N/A,,,,,,,342535,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Hogan Personality Assessments,31/07/2020,14603,Peter Berry Consultancy,"Level 8, 201 Miller Street,  North Sydney, Nsw, 2060",No,No ,N/A,,,,,,,342546,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Uac Instalment 1/7/20 - 31/12/20,31/07/2020,27007,University Admissions Centre (Nsw & Act),"Locked Bag 112, Silverwater, Nsw 2128",No,No ,N/A,,,,,,,1861239,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Analytical Service,2/08/2020,11414,Queensland Institute Of Medical Research,"Qimr Locked Bag 2000, Royal Brisbane Hospital, Qld 4029",No,No ,N/A,,,,,,,1860816,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",G07 Repairs To Roof ,3/08/2020,10976,Aegis Safety Pty Ltd,"1/119 Delta Street,  Geebung, Qld, 4034",No,No ,N/A,,,,,,,342592,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N50 Bathroom Refurbishments,3/08/2020,58080,Amalgamated Property Maint. Brisbane P/L,"Po Box 249,  Rochedale South, Qld, 4123",No,No ,N/A,,,,,,,342583,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Biologicals/Chemicals,3/08/2020,15928,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No ,N/A,,,,,,,342629,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,3/08/2020,16020,Computer Alliance Pty Ltd,"1517 Logan Road,  Mount Gravatt, Qld, 4122",No,No ,N/A,,,,,,,342576,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N44 Physics Refurbishment,3/08/2020,92680,Fitout And Refurbishment Australia Pty L,"Suite 2B, 8 Paxton St Springwood, Qld, 4127",No,No ,N/A,,,,,,,342626,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N45 Chiller 1 Motor York,3/08/2020,74285,Precise Air Group P/L,"Po Box 1859,  Springwood, Qld, 4128",No,No ,N/A,,,,,,,342623,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Shep Venue Hire,4/08/2020,29436,Brisbane State High School,"Cnr Cordelia & Glenelg St,  South Brisbane, Qld, 4101",No,No ,N/A,,,,,,,342661,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N44 Hazardous Zone Installation ,4/08/2020,26130,Crisp Power & Control Pty Ltd,"Po Box 787,  Archerfield, Qld, 4108",No,No ,N/A,,,,,,,342651,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N15 Controller Replacement Urgent Works,4/08/2020,15943,Securcom Pty Ltd,"Unit 79, 193 South Pine Road Brendale, Qld, 4500",No,No ,N/A,,,,,,,342665,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Agreement - Program Support,4/08/2020,10878,To The Moon And Back Interventions,"33 Woodbury Road,  St Ives, Nsw, 2075",No,No ,N/A,,,,,,,342652,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Gbs Batch Processing Of 191 Samples - Service Code Gty-Gbs-006,5/08/2020,10439,Australian Genome Research Facility Ltd,"Level 5 Gehrmann Laboratories, Research Road St Lucia, Qld, 4072",No,No ,N/A,,,,,,,342673,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Biologicals/Chemicals,5/08/2020,11550,Bio-Rad Laboratories Pty Ltd,"Po Box 752,  Gladesville, Nsw, 1675",No,No ,N/A,,,,,,,342669,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Mini-Protean Tetra Cell,5/08/2020,10509,Bio-Rad Laboratories Pty Ltd,"Po Box 752,  Gladesville, Nsw, 1675",No,No ,N/A,,,,,,,342692,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Pharmacy Refrigerator ,5/08/2020,18733,Brightside Scientific Pty Ltd,"2/8 Teamster Close,  Tuggerah, Nsw, 2259",No,No ,N/A,,,,,,,342689,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Service Agreement 2020-2021 Subscription,5/08/2020,78870,Gartner Australasia Pty Limited,"C/O Company Matters Pty Limited, Level 12, 680 George Street Sydeny, Nsw, 2000",No,No ,N/A,,,,,,,342685,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Ultrasonic Processor ,5/08/2020,11149,John Morris Scientific Pty Ltd,"Po Box 447,  Willoughby, Nsw, 2068",No,No ,N/A,,,,,,,342687,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Microscope,5/08/2020,23650,Scope Scientific,"Po Box 2131,  Kelvin Grove, Qld, 4059",No,No ,N/A,,,,,,,342688,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Truplasma Dc 3002 ,5/08/2020,13388,Trumpf Huttinger Gmbh + Co. Kg,"Bötzinger Strasse 80,  Freiburg, , 79111",No,No ,N/A,,,,,,,342678,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",2019 Grow Bonus,6/08/2020,11000,Edwise International,"Jer Mahal, Ground Floor, Dhobi Talao Junction,, Opposite Metro Cinema, Mumbai.Maharashtra,  400002",No,No ,N/A,,,,,,,1864671,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",153 July Ielts Tests ,6/08/2020,32398,IELTS Australia Pty Ltd,"Gpo Box 2006, Canberra, Act 2601",No,No ,N/A,,,,,,,1864888,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",2019 Grow Bonus,6/08/2020,27140,Kaaiser Service Pvt Ltd,"25B, 2Nd Floor, Ab Block, Safdarjung Enclavenew Delhi,  110029",No,No ,N/A,,,,,,,1864710,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,6/08/2020,139620,Labtek Pty Ltd,"Po Box 5316,  Brendale, Qld, 4500",No,No ,N/A,,,,,,,342726,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Alumni Video ,6/08/2020,16031,Prodigious Brand Logistics,"30 Windmill Street,  Millers Point, Nsw, 2000",No,No ,N/A,,,,,,,342730,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising,6/08/2020,3800000,Publicis Brisbane,"99 Melbourne Street, South Brisbane, Qld 4101",Yes,No ,Open Offer,,,,,,,4561,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Electrical Switchboard Upgrade G09,6/08/2020,14821,Tgc Electrical Pty Ltd,"Po Box 504,  Jimboomba, Qld, 4280",No,No ,N/A,,,,,,,342746,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,6/08/2020,25453,The School Locker,"103 Hyde Rd, Yeronga, Qld 4104",No,No ,N/A,,,,,,,1844876,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,7/08/2020,15266,Agilent Technologies Australia Pty Ltd,"679 Springvale Road,  Mulgrave, Vic, 3170",No,No ,N/A,,,,,,,342758,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Surface Analyzer,7/08/2020,82500,Anton Paar Australia Pty Ltd,"Po Box 302,  Macquarie Park, Nsw, 2113",No,No ,N/A,,,,,,,342790,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Student Employment Project,7/08/2020,33000,Careerhub Pty Ltd,"444 Brunswick Street, Fortitude Valley, Qld 4006",No,No ,N/A,,,,,,,1864949,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical Container,7/08/2020,11495,Descab Pty Ltd T/A Qld Multi Trades,"34 Hindes Street,  Lota, Qld, 4178",No,No ,N/A,,,,,,,342769,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Clinical Trial Fees,7/08/2020,13200,Gold Coast Hospital & Health Service,"Finance C/ Cashiers, 1 Hospital Boulevardsouthport, Qld 4215",No,No ,N/A,,,,,,,1862212,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",My Equals Licence 2020-2021 Subscription,7/08/2020,80050,Higher Ed Services Pty Ltd,"Level 10, 210 Clarence Street,  Sydney, Nsw, 2000",No,No ,N/A,,,,,,,342767,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",G39 Lift Replace Brake Callipers,7/08/2020,14427,Otis Elevator Co Pty Ltd,"Po Box 1036,  Brisbane, Qld, 4001",No,No ,N/A,,,,,,,342792,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",G26 Lift Replace Brake Callipers,7/08/2020,13115,Otis Elevator Co Pty Ltd,"Po Box 1036,  Brisbane, Qld, 4001",No,No ,N/A,,,,,,,342793,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Shep Venue Hire,7/08/2020,23716,Somerville House,"17 Graham Street,  South Brisbane, Qld, 4101",No,No ,N/A,,,,,,,342762,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,7/08/2020,12976,Thorlabs Inc,"56 Sparta Avenue,  Newton, Nj, 07860",No,No ,N/A,,,,,,,342761,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Franchise Fees April - June 20,9/08/2020,16639,Warwick University Enterprises (Aus) P/L,"Accounts Receivable Office, University Housecoventry,  Cv4 8Uw",No,No ,N/A,,,,,,,1862405,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Boats - S/Hand,10/08/2020,13640,Jeff Sykes & Assoc. P/L T/A Concept 2,"65-67 Tucker Street,  Breakwater, Vic, 3219",No,No ,N/A,,,,,,,342799,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Nikon Microscope,10/08/2020,25630,Scope Scientific,"Po Box 2131,  Kelvin Grove, Qld, 4059",No,No ,N/A,,,,,,,342805,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Alibaba Cloud Vpn Services,11/08/2020,143588,Alibaba Cloud (Singapore) Private Limite,"Level 2, 17 Castlereagh St,  Sydney, Nsw, 2000",No,No ,N/A,,,,,,,342851,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Controller Battery Replacement,11/08/2020,20605,Securcom Pty Ltd,"Unit 79, 193 South Pine Road Brendale, Qld, 4500",No,No ,N/A,,,,,,,342831,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111","Pool Car System, Tracking Cost",11/08/2020,13323,Smartrak Aust Pty Ltd,"Level 9, 372 Albert Street, East Melbourne, Vic 3002",No,No ,N/A,,,,,,,1865273,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Digital Campus Campaign Video,11/08/2020,28022,Traffic Film & Video Production,"332 Montague Road,  West End, Qld, 4101",No,No ,N/A,,,,,,,342850,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Hosting & Cohesion 2020-2021 Subscription,12/08/2020,33000,Acquia Australia Pty Ltd,"L10/2 Elizabeth Plaza,,  North Sydney, Nsw, 2060",No,No ,N/A,,,,,,,342889,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Strategic Membership 2020-23,12/08/2020,117990,Advance He,"Innovation Way, York Science Park York, , Yo10 5Br",No,No ,N/A,,,,,,,342904,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Biologicals/Chemicals,12/08/2020,38561,Bio-Rad Laboratories Pty Ltd,"Po Box 752,  Gladesville, Nsw, 1675",No,No ,N/A,,,,,,,342892,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",G00 East West Pedestrian Spine,12/08/2020,21871,Lightbox Architecture &Interiors Pty Ltd,"11 Dallas Parade,  Keperra, Qld, 4054",No,No ,N/A,,,,,,,342902,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",2021 Eps Summit 30/03/2021,12/08/2020,14366,Pullman Brisbane King George Sqaure,"Po Box 13147 George Street,  Brisbane, Qld, 4003",No,No ,N/A,,,,,,,342883,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting,12/08/2020,31000,Siggins Miller Consultants Pty Ltd,"Po Box 1143,  Kenmore, Qld, 4069",No,No ,N/A,,,,,,,342916,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,12/08/2020,26087,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No ,N/A,,,,,,,342910,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Fees,12/08/2020,167750,Vendorpanel Pty Ltd,"Level 2, 360 Little Collins Street Melbourne, Vic, 3000",No,No ,N/A,,,,,,,C01537,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Laser Ablation U-Series Analyses,13/08/2020,11000,Australian National University,"Finance And Business Services, Chancellery Building 10C Acton, Act, 2601",No,No ,N/A,,,,,,,342966,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,13/08/2020,11867,Paragon Care Group Australia Pty Ltd,"50-54 Clayton Road,  Clayton, Vic, 3168",No,No ,N/A,,,,,,,342954,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Alumni Winners 2020 ,13/08/2020,17798,Prodigious Brand Logistics,"30 Windmill Street,  Millers Point, Nsw, 2000",No,No ,N/A,,,,,,,342961,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Pupil Labs Invisible Tracker,13/08/2020,10382,Pupil Labs Gmbh,"Sanderstr. 28,  Berlin, Be, 12047",No,No ,N/A,,,,,,,342937,General Goods and Services,,,,
