Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Hotcourses IDP Agreement,30/07/2019,55000,Hotcourses Pty Ltd,"Studio 6, Level 1, 285A Crown Street, Surry Hills, NSW  2010",No,No,,,,,,,,325301,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IELTS Tests,30/07/2019,96663,IELTS Australia Pty Ltd,"GPO Box 2006, Canberra, ACT  2601",No,No,,,,,,,,1788974,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing Griffith Review,30/07/2019,11319,Ligare Pty Ltd,"138 Bonds Road, Riverwood, NSW  2210",No,No,,,,,,,,1788883,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Glycan Array Slide Samples,30/07/2019,42129,"Z Biotech, LLC","12635 East Montview Blvd Ste 214, Aurora, CO  80045  USA",No,No,,,,,,,,325306,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Vehicle Tracking & Access Services,1/08/2019,471228,Smartrak Aust Pty Ltd,"Level 9, 372 Albert Street, East Melbourne, VIC  3002",Yes,No,,,,,,,,C01466,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N27 Surveying Services,2/08/2019,13888,Bennett & Bennett Consulting Surveyors,"PO Box 5021, Gold Coast Mail Centre, QLD  9726",No,No,,,,,,,,325561,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Cisco Switches,2/08/2019,107534,Data #3 Limited,"PO Box 551, Indooroopilly, QLD  4068",No,No,,,,,,,,325604,Information and Communication Technology,GU802,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Campaign Student Recruitment,2/08/2019,1430000,Mediacom Australia Pty Ltd,"GPO Box 1000, Brisbane, QLD  4001",No,No,Limited,,,,,,,325564,General Goods and Services,SOA PDC-88-2017,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Data Set Access,3/08/2019,24603,University of Melbourne,"Gratton Street, Melbourne, VIC  3010",No,No,,,,,,,,1791378,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment Services,5/08/2019,41689,Chandler Macleod Group Limited,"PO Box 49, Mulgrave, VIC  3170",No,No,,,,,,,,325650,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Aviation Awards Night,6/08/2019,41965,CBD Golf Pty Ltd,"PO Box 256, Herston, QLD  4006",No,No,,,,,,,,325738,General Goods and Services,GU4397,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Student Services and Amenities Fee Review,6/08/2019,45000,Minyon Consulting,"260 Dingo Lane, Myocum, NSW  2481",No,No,,,,,,,,325739,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IRU 3 day Writing & Publishing Retreat,6/08/2019,14219,Spicers Retreats Hotels & Lodges,"PO Box 108, Fortitude Valley, QLD  4006",No,No,,,,,,,,325804,General Goods and Services,GU4400,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IT Support Services,7/08/2019,67086,Squiz Australia Pty Ltd,"Level 1, 435a-437 Kent Street, Sydney, NSW  2000",No,No,,,,,,,,325878,Information and Communication Technology,GU4408,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Appian Software Switzerland LLC,8/08/2019,215240,Appian Software Switzerland LLC,"Level 1, 92 Pitt Street, Sydney, NSW  2000",No,No,,,,,,,,C01232,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Griffith MATES CSQD Website Agreement,8/08/2019,20000,CSQD Pty Ltd,"Suite 32, Pegasus Centre, Bundall, QLD  4217",No,No,,,,,,,,326009,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Kofax Upgrade,8/08/2019,12969,Efficiency Leaders (Australia) Pty Ltd,"PO Box 494, Varsity Lakes, QLD  4227",No,No,,,,,,,,1792342,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Electric Forklift and Stacker,8/08/2019,63778,Komatsu Forklift Australia Pty Ltd,"PO Box 3326, Darra, QLD  4076",No,No,,,,,,,,325988,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Facilitation & Reporting on Cultural Safety workshop,9/08/2019,26472,Arrilla Indigenous Consulting Pty Ltd,"International Towers, 300 Barangaroo Avenue, Sydney, NSW  2000",No,No,,,,,,,,326023,General Goods and Services,GU4411,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Hong Kong Graduation,9/08/2019,41356,GE (LHIL) Lessee Limited,"555 Shanghai Street, Mongkok - Kowloon  Hong Kong",No,No,,,,,,,,326063,General Goods and Services,GU4382,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Alumni Award video,9/08/2019,19761,Prodigious Brand Logistics,"30 Windmill Street, Millers Point, NSW  2000",No,No,,,,,,,,326022,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Alumni Award video,9/08/2019,19508,Prodigious Brand Logistics,"30 Windmill Street, Millers Point, NSW  2000",No,No,,,,,,,,326093,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Alumni Award video,9/08/2019,19508,Prodigious Brand Logistics,"30 Windmill Street, Millers Point, NSW  2000",No,No,,,,,,,,326094,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Signage Gold Coast campus,9/08/2019,11767,Richmond Signs & Designs,"1/15 Bailey Crescent, Southport, QLD  4215",No,No,,,,,,,,1796425,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/08/2019,12980,Suicide Risk Assessment Australia,"PO Box 178, Engadine, NSW  2233",No,No,,,,,,,,326021,General Goods and Services,GU4407,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Isotope Analysis,10/08/2019,14400,Australian National University,"Australian National University, Canberra, ACT  0200",No,No,,,,,,,,1790558,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",University Asset Management Plan,12/08/2019,101743,Arcadis Australia Pacific Pty Limited,"Locked Bag 6503, North Sydney, NSW  2060",No,No,,,,,,,,1796584,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Graduation Reception,12/08/2019,20615,Lavish Dine Catering Pte Ltd,"20 Bukit Batok Crescent, 658080  Singapore",No,No,,,,,,,,326133,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Online Data Access,12/08/2019,321015,Lexis Nexis,"475-495 Victoria Ave, Chatswood, NSW  2067",No,No,,,,,,,,1796594,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Direction of QCGU 2020 Opera Production,12/08/2019,25000,Loesje  Sanders  Ltd,"The Old  Rectory, Church  Road, Norwich  NR13 3JB  United Kingdom",No,No,,,,,,,,326110,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Speaker for Integrity 20,12/08/2019,17000,Raj Patel Ltd,"1106 W 10th Street, Austin, TX  78703  USA",No,No,,,,,,,,326170,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Codify Pty Ltd,13/08/2019,21890,Codify Pty Ltd,"PO Box 864, Brisbane, QLD  4001",No,No,,,,,,,,326210,General Goods and Services,GU4417,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N75 Repairs to Chiller Plant ,13/08/2019,14711,Precise Air Group P/L,"PO Box 1859, Springwood, QLD  4128",No,No,,,,,,,,326174,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N75 Chiller 2 rust and oil repairs,13/08/2019,15697,Precise Air Group P/L,"PO Box 1859, Springwood, QLD  4128",No,No,,,,,,,,326175,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Remote Telemetry Units,13/08/2019,22143,Scheider Electric (Australia) Pty Ltd ,"Locked Bag 2211, North Ryde, NSW  2113",No,No,,,,,,,,326255,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111","Strata Title Conference - The Star, AV | Conference 3 Days",13/08/2019,24178,The Star Gold Coast,"PO Box 1515, Broadbeach, QLD  4218",No,No,,,,,,,,326173,General Goods and Services,GU3782,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Griffith Magazine,14/08/2019,11550,Very Media Pty Ltd,"PO Box 811, Ashmore City, QLD  4214",No,No,,,,,,,,326299,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",2- Carbon Coxless Wing Pair Mould 223,15/08/2019,19521,Jeff Sykes & Assoc. P/L t/a Concept 2,"65-67 Tucker Street, Breakwater, VIC  3219",No,No,,,,,,,,326329,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Annual 2019-2020 Maintenance,15/08/2019,127550,"Kinetic Software, Inc.","3701 N. Ravenswood, Chicago, IL  60613  USA",Yes,No,,,,,,,,C00338,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",SONM November Retreat,15/08/2019,27500,Mercure Gold Coast Resort,"Palm Meadows Drive, Carrara, QLD  4211",No,No,,,,,,,,326359,General Goods and Services,GU4421,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Trotec speedy 300  80 watt laser cutter,15/08/2019,63954,Trotec Laser Pty Ltd,"4/5 Blackmore Road, Smeaton Grange, NSW  2567",No,No,,,,,,,,326372,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Executive Search - Professor and Dean,15/08/2019,15232,UniRecruit,"3422 Surfers Paradise Boulevarde, Surfers Paradise, QLD  4217",No,No,,,,,,,,1795898,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment Services,16/08/2019,41689,Chandler Macleod Group Limited,"PO Box 49, Mulgrave, VIC  3170",No,No,,,,,,,,326406,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Standard waveguide chip (1.5 cm),16/08/2019,38098,HyperLight Corporation,"501 Massachusetts Avenue, Cambridge, MA  02139  USA",No,No,,,,,,,,326398,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N79  Supply and installation of cameras,16/08/2019,16217,Thinkbox Solutions Pty Ltd,"PO Box 142, Wynnum, QLD  4178",No,No,,,,,,,,326449,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Data Access,17/08/2019,19614,The Sax Institute,"PO Box K617, Haymarket, NSW  1240",No,No,,,,,,,,1793030,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Roof repairs various buildings,19/08/2019,111201,Descab Pty Ltd t/a Qld Multi Trades,"34 Hindes Street, Lota, QLD  4178",No,No,,,,,,,,326468,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",RAV 4 HV GX-2WD 2.5L,19/08/2019,32199,Grand Motors,"PO Box 7834, Gold Coast, QLD  9726",No,No,,,,,,,,326455,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",RAV 4 HV CRUISER 2WD 2.5L ,19/08/2019,38188,Grand Motors,"PO Box 7834, Gold Coast, QLD  9726",No,No,,,,,,,,326491,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Temp Staff - IT agreement for 6 months ,19/08/2019,115500,Paxus Australia Pty Ltd,"Level 1, 380 Docklands Drive, Docklands, VIC  3008",No,No,,,,,,,,326493,Information and Communication Technology,GU4422,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Security Services for Student Shuttle Service,19/08/2019,52574,Spotless Facility Services Pty Ltd,"PO Box 1673, Milton, QLD  4064",No,No,,,,,,,,326459,General Goods and Services,,,,
