Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/07/2021,15708,Integral Technology Solutions Pty Ltd,"Level 2, 201 Leichardt Street,  Spring Hill, Qld, 4000",No,No,,,,,,,,,1913016,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission payment,30/07/2021,13200,International Education And Visa Service,"Po Box 76,  Mullumbimby, Nsw, 2482",No,No,,,,,,,,,1916159,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/07/2021,21824,Jha Consulting Engineers (Qld) Pty Ltd,"Ground Floor, 130 Commercial Road Teneriffe, Qld, 4005",No,No,,,,,,,,,355683,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/07/2021,34727,Jha Consulting Engineers (Qld) Pty Ltd,"Ground Floor, 130 Commercial Road Teneriffe, Qld, 4005",No,No,,,,,,,,,355685,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Repairs & maintenance,30/07/2021,14069,Multitech Solutions Pty Ltd,"Po Box 790,  Coorparoo, Qld, 4151",No,No,,,,,,,,,355693,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,30/07/2021,81620,Perrett Laver Pty Ltd,"Ste 501B, 19A Boundary Street,  Darlinghurst, Nsw, 2031",No,No,,,,,,,,,5293,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Refurbishment activities,30/07/2021,11000,Roland Wouters T/A 2Uav,"13 Bellenden Street,  North Lakes, Qld, 4509",No,No,,,,,,,,,355677,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/07/2021,30247,The Florey Institute Of Neuroscience And,"30 Royal Parade,  Parkville, Vic, 3052",No,No,,,,,,,,,1913167,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/07/2021,11337,The Melting Pot,"15 Calton Road,  Edinburgh, Edh, Eh8 8Dl",No,No,,,,,,,,,355669,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees,31/07/2021,55000,Gold Coast Education And Training Netw,"Po Box 3475, Australia Fair Southport, Qld, 4215",No,No,,,,,,,,,1913665,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,31/07/2021,19533,Thinkbox Solutions Pty Ltd,"Po Box 142,  Wynnum, Qld, 4178",No,No,,,,,,,,,1912918,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees,31/07/2021,29037,University Admissions Centre (Nsw & Act),"Locked Bag 112,  Silverwater, Nsw, 2128",No,No,,,,,,,,,1913094,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/08/2021,42928,Dm2Architecture Pty Ltd,"5A/8 Petrie Terrace,  Petrie Terrace, Qld, 4000",No,No,,,,,,,,,355717,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment,2/08/2021,10403,Jb Hi Fi Group Pty Ltd,"544 Kessells Road,  Macgregor, Qld, 4109",No,No,,,,,,,,,355716,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/08/2021,20834,Jha Consulting Engineers (Qld) Pty Ltd,"Ground Floor, 130 Commercial Road Teneriffe, Qld, 4005",No,No,,,,,,,,,355719,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/08/2021,17094,Jha Consulting Engineers (Qld) Pty Ltd,"Ground Floor, 130 Commercial Road Teneriffe, Qld, 4005",No,No,,,,,,,,,355720,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing fees,2/08/2021,1397000,Mediacom Australia Pty Ltd,"Level 17, 65 Berry Street North Sydney, Nsw, 2060",No,No,Selective,,,,,,,,355749,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Security Expenditure,2/08/2021,12517,Securcom Pty Ltd,"Unit 79, 193 South Pine Road Brendale, Qld, 4500",No,No,,,,,,,,,355734,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Support & maintenance services,2/08/2021,153450,The Trustee For Arcblue Consulting Trust,"Level 19, 15 William Street Melbourne, Vic, 3000",Yes,No,,,,,,,,,GU-253,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,2/08/2021,17740,Thorlabs Inc,"56 Sparta Avenue,  Newton, Nj, 07860",No,No,,,,,,,,,355713,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/08/2021,49995,Vmation Pty Ltd,"7 Diddams Lane,  Brisbane City, Qld, 4000",No,No,,,,,,,,,355712,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,3/08/2021,12741,Ambition Recruit Pty Limited,"5/55 Clarence St,  Sydney, Nsw, 2000",No,No,,,,,,,,,1916601,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Rent,3/08/2021,90057,Arts Queensland,"Gpo Box 1436,  Brisbane, Qld, 4001",No,No,,,,,,,,,355771,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,3/08/2021,46216,Aust Higher Education Industrial Assoc,"Gpo Box 775,  Melbourne, Vic, 3001",No,No,,,,,,,,,1916594,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal fees,3/08/2021,87350,Cooper Grace Ward,"Level 21, 400 George Street Brisbane, Qld, 4000",No,No,,,,,,,,,355765,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal fees,3/08/2021,29590,Mccullough Robertson Lawyers,"Po Box 1855,  Brisbane, Qld, 4001",No,No,,,,,,,,,1916602,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment,3/08/2021,14036,Multitech Solutions Pty Ltd,"Po Box 790,  Coorparoo, Qld, 4151",No,No,,,,,,,,,355773,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,3/08/2021,18416,Queensland University Of Technology,"Gpo Box 2434,  Brisbane, Qld, 4001",No,No,,,,,,,,,355772,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Telecommunications Expenditure,3/08/2021,180000,Smsglobal Pty Ltd,"South Melbourne, Vic",No,No,,,,,,,,,349767 361206 379752,,GU-339,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,3/08/2021,19533,Thinkbox Solutions Pty Ltd,"Po Box 142,  Wynnum, Qld, 4178",No,No,,,,,,,,,355784,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Repairs & maintenance,4/08/2021,20799,A1 Building & Property Solutions Pty Ltd,"3 D'Aguilar Road,  The Gap, Qld, 4061",No,No,,,,,,,,,355813,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,4/08/2021,14563,Applied Infrared Sensing,"Po Box 760,  Port Macquarie, Nsw, 2444",No,No,,,,,,,,,355809,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Repairs & maintenance,4/08/2021,11043,Asset Power Solutions Pty Ltd,"Po Box 459,  Cannon Hill, Qld, 4170",No,No,,,,,,,,,355807,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,4/08/2021,73700,Ccentric International Pty Ltd,"Level 6 92 Pitt Street,  Sydney, Nsw, 2000",No,No,,,,,,,,,355795,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,4/08/2021,41800,Ccentric International Pty Ltd,"Level 6 92 Pitt Street,  Sydney, Nsw, 2000",No,No,,,,,,,,,355796,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,4/08/2021,41800,Ccentric International Pty Ltd,"Level 6 92 Pitt Street,  Sydney, Nsw, 2000",No,No,,,,,,,,,355797,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,4/08/2021,69850,Edge Consulting Engineers Australasia,"Po Box 6148,  Woolloongabba, Qld, 4102",No,No,,,,,,,,,355812,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,4/08/2021,19800,Fundraising Force,New South Wales,No,No,,,,,,,,,355790,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,4/08/2021,628874,Oracle Corporation Australia Pty Ltd,"Gpo Box 1313,  Sydney, Nsw, 2001",No,No,Open,,,,,,,,355798,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission payment,4/08/2021,20000,Shanghai Wenyuan Education Consulting Co,"Rm.602, No.9, Lane 1650, Yong Tai Road,  Pudong New District, 31, 200123",No,No,,,,,,,,,1916619,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,4/08/2021,19800,Sirva Relocation,"490 Freeman Road,  Richlands, Qld, 4077",No,No,,,,,,,,,355811,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference materials,4/08/2021,136157,Springer Customer Service Centre Gmbh,"Haberstrasse 7,  Heidelberg, , D69126",No,No,,,,,,,,,1916264,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,4/08/2021,16291,The Sax Institute,"Po Box K617,  Haymarket, Nsw, 1240",No,No,,,,,,,,,355788,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,4/08/2021,27630,The Star Gold Coast,"Po Box 1515,  Broadbeach, Qld, 4218",No,No,,,,,,,,,355806,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing fees,4/08/2021,21948,Traffic Film & Video Production,"332 Montague Road,  West End, Qld, 4101",No,No,,,,,,,,,355786,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,4/08/2021,38488,Uipath Srl,"4 Vasile Alecsandri St. And 11 Constantin Daniel St., Building A, Floors 5 And 6 Bucharest, 010613",No,No,,,,,,,,,355789,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,5/08/2021,110000,Binna Burra Media Pty Ltd,"Po Box 434 Bangalow Lpo, Byron Road Bangalow, Nsw, 2479",No,No,,,,,,,,,355821,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,5/08/2021,58300,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No,,,,,,,,,355847,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment,5/08/2021,26664,Fresh By Design,"Unit 1, 13 Old Dairy Close,  Moss Vale, Nsw, 2577",No,No,,,,,,,,,355822,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment,5/08/2021,38500,One Dental Pty Ltd,"8/9 Packard Avenue,  Castle Hill, Nsw, 2154",No,No,,,,,,,,,355832,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Repairs & maintenance,6/08/2021,12738,Bell Spec Pty Ltd T/A Southport Carpets,"1/39-41 Olympic Circuit,  Southport, Qld, 4215",No,No,,,,,,,,,355880,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Professional fees,6/08/2021,11585,Bennett And Bennett Group,"Po Box 5021,  Gold Coast Mail Centre, Qld, 9726",No,No,,,,,,,,,355890,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,6/08/2021,73700,Ccentric International Pty Ltd,"Level 6 92 Pitt Street,  Sydney, Nsw, 2000",No,No,,,,,,,,,355866,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Minor Alterations and Works,6/08/2021,19360,Insync Solutions Pty Ltd,"Po Box 3580,  Rundle Mall, Sa, 5000",No,No,,,,,,,,,355884,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,6/08/2021,10986,John Morris Scientific Pty Ltd,"Po Box 447,  Willoughby, Nsw, 2068",No,No,,,,,,,,,355889,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment,6/08/2021,67619,Olympus Australia Pty Ltd,"Po Box 985,  Mt Waverley, Vic, 3149",No,No,,,,,,,,,355900,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,6/08/2021,55000,Robinson Fitzgerald Pty Ltd,"Suite 26, 138 Juliette Street,  Greenslopes, Qld, 4120",No,No,,,,,,,,,355901,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consumables,6/08/2021,11858,Sigma Aldrich Pty Ltd,"Po Box 970,  Castle Hill, Nsw, 1765",No,No,,,,,,,,,355894,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Minor Alterations and Works,6/08/2021,14323,Steadfast Projects Pty Ltd,"16 Ferndale Place,  Upper Kedron, Qld, 4055",No,No,,,,,,,,,355891,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Support & maintenance services,7/08/2021,48237,Lennox Computer,"Unit 8, ""The Hub"", 14 Ashtan Place Banyo, Qld, 4014",No,No,,,,,,,,,1917051 1932252 1943964 1957754,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/08/2021,57564,Consulting & Implementation Services P/L,"Suite 405, 838 Collins Street,  Docklands, Vic, 3008",No,No,,,,,,,,,355916,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,9/08/2021,189267,Epiworld International Co Ltd,"Room 803, Qiangye Building, No 98 Xiangxing Road , 35, 361101",No,No,,,,,,,,,355920,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/08/2021,148500,Gold Coast City Council,"Po Box 5042,  Gold Coast Mail Centre, Qld, 9729",No,No,,,,,,,,,355917,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,9/08/2021,11798,Qualtrics Llc,"333 West River Park Drive,  Provo, Ut, 84604",No,No,,,,,,,,,355919,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment,10/08/2021,94270,Brightside Scientific Pty Ltd,"2/8 Teamster Close,  Tuggerah, Nsw, 2259",No,No,,,,,,,,,355964,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission payment,10/08/2021,12100,Education & Migration Services Australia,"1703/56 Scarborough Street,  Southport, Qld, 4215",No,No,,,,,,,,,1917685,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Asset purchase,10/08/2021,27725,Hill-Rom Pty Ltd,"Po Box 6637,  North Ryde, Nsw, 2113",No,No,,,,,,,,,355968,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/08/2021,55000,Janet Pauline Dalby,Queensland,No,No,,,,,,,,,355990,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Security Expenditure,10/08/2021,27650,Securcom Pty Ltd,"Unit 79, 193 South Pine Road Brendale, Qld, 4500",No,No,,,,,,,,,355962,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,10/08/2021,19045,U&U Recruitment Partners,"Level 12, 259 Queen Street,  Brisbane, Qld, 4000",No,No,,,,,,,,,355987,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Hire Fees,11/08/2021,2796142,Bvn Architecture Pty Ltd,"12 Creek Street,  Brisbane City, Qld, 4000",No,No,Open,,,,,,,,356038,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees,11/08/2021,12000,Cooperative Research Centres Association,"Unit 1/10 Bourke Street,  Barton, Act, 2600",No,No,,,,,,,,,1917730,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/08/2021,58740,Jll Public Sector Valuations Pty Ltd,"Level 2, 139 Coronation Drive,  Milton, Qld, 4064",No,No,,,,,,,,,355998,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/08/2021,192247,Navitas Pty Limited,"Level 8, Brookfield Place, 125 St Georges Terrace Perth, Wa, 6000",No,No,,,,,,,,,356037,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/08/2021,18250,Nicholas James Blinco,Victoria,No,No,,,,,,,,,356013,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,11/08/2021,44317,Uptodate Inc.,"Po Box 412094,  Boston, Ma, 02241-2094",No,No,,,,,,,,,1917307,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,12/08/2021,22935,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No,,,,,,,,,356042,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,12/08/2021,14662,Deception Detection Education Ltd,"24 Landport Terrace,  Hampshire, , Po1 2Rg",No,No,,,,,,,,,1916385,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Support & maintenance services,12/08/2021,31075,Qsr International Pty Ltd,"Level 2, 651 Doncaster Road Doncaster, Vic, 3108",No,No,,,,,,,,,356046,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,12/08/2021,10450,Scope Scientific,"Po Box 2131,  Kelvin Grove, Qld, 4059",No,No,,,,,,,,,356073,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,12/08/2021,19800,Sue Birch Consulting,Victoria,No,No,,,,,,,,,356045,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Professional fees,12/08/2021,15444,Wilson Architects,"564 Boundary Street,  Spring Hill, Qld, 4000",No,No,,,,,,,,,356078,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,12/08/2021,16832,Xylem Water Solutions Australia Ltd,"Po Box 2065,  Mansfield, Qld, 4122",No,No,,,,,,,,,356065,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,13/08/2021,48469,Aarnet,"Gpo Box 1559,  Canberra, Act, 2601",No,No,,,,,,,,,1918165,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal fees,13/08/2021,16713,Cooper Grace Ward,"Level 21, 400 George Street Brisbane, Qld, 4000",No,No,,,,,,,,,356097,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,13/08/2021,164685,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No,,,,,,,,,356098,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,13/08/2021,41979,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No,,,,,,,,,356107,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,13/08/2021,25392,Dongguan Tianyu Semiconductor Technology,"No.5 Industrial North 1St Road, Songshan Lake High-Tech Zone Dongguan, 44, 523808",No,No,,,,,,,,,356101,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,14/08/2021,15702,U&U Recruitment Partners,"Level 12, 259 Queen Street,  Brisbane, Qld, 4000",No,No,,,,,,,,,1915175,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consumables,16/08/2021,12180,Beckman Coulter Australia P/L,"Unit D, 24 College St,  Gladesville, Nsw, 2111",No,No,,,,,,,,,356126,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal fees,16/08/2021,64481,Clayton Utz,"Gpo Box 9806,  Canberra, Act, 2601",No,No,,,,,,,,,356152,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Cleaning Services,16/08/2021,21780,Descab Pty Ltd T/A Qld Multi Trades,"34 Hindes Street,  Lota, Qld, 4178",No,No,,,,,,,,,356146,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing fees,16/08/2021,109959,Mediacom Australia Pty Ltd,"Level 17, 65 Berry Street North Sydney, Nsw, 2060",No,No,,,,,,,,,356156,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,16/08/2021,27300,Outback Futures Limited,"129 Logan Road,  Woolloongabba, Qld, 4102",No,No,,,,,,,,,1918371,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Repairs & maintenance,16/08/2021,14850,T&M Tree Services,"16-22 Buccan Road,  Buccan, Qld, 4207",No,No,,,,,,,,,356139,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/08/2021,35365,Cpem Consulting Group,"Po Box 259,  Holland Park, Qld, 4121",No,No,,,,,,,,,356196,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building works,17/08/2021,29810,Hawkins Jenkins Ross Pty Ltd,"619 Logan Road,  Greenslopes, Qld, 4120",No,No,,,,,,,,,356194,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing fees,17/08/2021,121432,Mediacom Australia Pty Ltd,"Level 17, 65 Berry Street North Sydney, Nsw, 2060",No,No,,,,,,,,,356177,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/08/2021,29798,Pitch Black Engineering,"Santos Place,, Level 27, 32 Turbot Street Brisbane, Qld, 4000",No,No,,,,,,,,,356192,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/08/2021,25608,Pitch Black Engineering,"Santos Place,, Level 27, 32 Turbot Street Brisbane, Qld, 4000",No,No,,,,,,,,,356193,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment,17/08/2021,17525,Proav Solutions Queensland,"Po Box 2722,  Toowong, Qld, 4066",No,No,,,,,,,,,356197,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Repairs & maintenance,17/08/2021,39318,Raylinc Agencies Pty Ltd,"9 Colebard Street West,  Acacia Ridge, Qld, 4110",No,No,,,,,,,,,356207,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/08/2021,80300,Servian Pty Ltd,"Level 38, 71 Eagle Street Brisbane City, Qld, 4000",No,No,,,,,,,,,356199,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal fees,18/08/2021,85909,Clayton Utz,"Gpo Box 9806,  Canberra, Act, 2601",No,No,,,,,,,,,356235,,,,,,
